SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Média;Média Ponderada;6,124011;6,073171
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;0.Péssimo;Percentual;6,527000;8,502024
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 1;Percentual;1,567000;0,404858
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 2;Percentual;3,394000;3,238866
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 3;Percentual;7,572000;4,858300
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 4;Percentual;4,961000;4,858300
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 5;Percentual;13,316000;17,408907
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 6;Percentual;9,922000;9,716599
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 7;Percentual;14,099000;12,955466
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 8;Percentual;19,060000;21,862348
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;Nota 9;Percentual;7,572000;4,858300
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;10.Excelente;Percentual;10,966000;10,931174
SCM;Oi;DF;Facilidade de entendimento dos planos e serviços contratados;99. NS/ NR;Percentual;1,044000;0,404858
SCM;Oi;DF;Indicador de Oferta e Contratação;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Indicador de Oferta e Contratação;Oferta e Contratação;Média Indicadores;6,138381;5,892713
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Média;Média Ponderada;6,138744;5,718367
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;0.Péssimo;Percentual;7,572000;10,526316
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 1;Percentual;0,783000;1,619433
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 2;Percentual;2,872000;2,834008
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 3;Percentual;6,005000;4,858300
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 4;Percentual;7,050000;5,263158
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 5;Percentual;13,577000;17,813765
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 6;Percentual;8,355000;12,955466
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 7;Percentual;16,188000;15,384615
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 8;Percentual;19,060000;12,550607
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;Nota 9;Percentual;7,050000;4,453441
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;10.Excelente;Percentual;11,227000;10,931174
SCM;Oi;DF;A operadora cumpre o que promete e divulga em sua publicidade;99. NS/ NR;Percentual;0,261000;0,809717
SCM;Oi;DF;Conseguir acessar sempre que preciso;Média;Média Ponderada;6,610966;6,206478
SCM;Oi;DF;Conseguir acessar sempre que preciso;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Conseguir acessar sempre que preciso;0.Péssimo;Percentual;3,655000;8,906883
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 1;Percentual;1,567000;1,619433
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 2;Percentual;3,655000;2,024292
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 3;Percentual;5,222000;6,882591
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 4;Percentual;5,222000;5,668016
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 5;Percentual;13,577000;11,740891
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 6;Percentual;10,183000;9,311741
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 7;Percentual;12,010000;12,955466
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 8;Percentual;18,277000;15,384615
SCM;Oi;DF;Conseguir acessar sempre que preciso;Nota 9;Percentual;9,922000;11,740891
SCM;Oi;DF;Conseguir acessar sempre que preciso;10.Excelente;Percentual;16,710000;13,765182
SCM;Oi;DF;Conseguir acessar sempre que preciso;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Oi;DF;Indicador de Funcionamento;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Indicador de Funcionamento;Funcionamento;Média Indicadores;6,173629;5,850202
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Média;Média Ponderada;6,104439;5,781377
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;0.Péssimo;Percentual;7,572000;11,336032
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 1;Percentual;1,828000;0,809717
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 2;Percentual;4,961000;3,238866
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 3;Percentual;7,311000;6,477733
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 4;Percentual;4,700000;8,097166
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 5;Percentual;10,183000;14,574899
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 6;Percentual;10,444000;9,311741
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 7;Percentual;14,360000;11,336032
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 8;Percentual;16,449000;14,979757
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;Nota 9;Percentual;9,661000;7,287449
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;10.Excelente;Percentual;12,533000;12,550607
SCM;Oi;DF;Capacidade de manter a conexão sem quedas;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Oi;DF;Velocidade de navegação;Média;Média Ponderada;5,806283;5,565041
SCM;Oi;DF;Velocidade de navegação;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Velocidade de navegação;0.Péssimo;Percentual;6,527000;8,502024
SCM;Oi;DF;Velocidade de navegação;Nota 1;Percentual;2,611000;2,834008
SCM;Oi;DF;Velocidade de navegação;Nota 2;Percentual;6,527000;5,668016
SCM;Oi;DF;Velocidade de navegação;Nota 3;Percentual;7,050000;7,692308
SCM;Oi;DF;Velocidade de navegação;Nota 4;Percentual;6,789000;7,287449
SCM;Oi;DF;Velocidade de navegação;Nota 5;Percentual;13,316000;14,574899
SCM;Oi;DF;Velocidade de navegação;Nota 6;Percentual;10,183000;10,931174
SCM;Oi;DF;Velocidade de navegação;Nota 7;Percentual;12,533000;13,765182
SCM;Oi;DF;Velocidade de navegação;Nota 8;Percentual;17,493000;12,550607
SCM;Oi;DF;Velocidade de navegação;Nota 9;Percentual;7,311000;5,263158
SCM;Oi;DF;Velocidade de navegação;10.Excelente;Percentual;9,399000;10,526316
SCM;Oi;DF;Velocidade de navegação;99. NS/ NR;Percentual;0,261000;0,404858
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Média;Média Ponderada;6,267016;6,319672
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;0.Péssimo;Percentual;9,138000;8,502024
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 1;Percentual;0,783000;1,619433
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 2;Percentual;3,916000;2,834008
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 3;Percentual;6,005000;2,024292
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 4;Percentual;3,916000;7,287449
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 5;Percentual;13,838000;13,765182
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 6;Percentual;9,399000;9,716599
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 7;Percentual;9,661000;10,931174
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 8;Percentual;14,883000;17,813765
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;Nota 9;Percentual;11,488000;7,287449
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;10.Excelente;Percentual;16,710000;17,004049
SCM;Oi;DF;Cobrança dos valores na conta de acordo com o contratado;99. NS/ NR;Percentual;0,261000;1,214575
SCM;Oi;DF;Indicador de Cobrança;Cobrança;Média Indicadores;6,443717;6,612245
SCM;Oi;DF;Indicador de Cobrança;;Amostra não ponderada;382,000000;245,000000
SCM;Oi;DF;Clareza das informações na conta;Média;Média Ponderada;6,618421;6,893878
SCM;Oi;DF;Clareza das informações na conta;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Clareza das informações na conta;0.Péssimo;Percentual;6,789000;7,692308
SCM;Oi;DF;Clareza das informações na conta;Nota 1;Percentual;0,783000;0,809717
SCM;Oi;DF;Clareza das informações na conta;Nota 2;Percentual;3,133000;2,429150
SCM;Oi;DF;Clareza das informações na conta;Nota 3;Percentual;4,439000;1,619433
SCM;Oi;DF;Clareza das informações na conta;Nota 4;Percentual;4,700000;3,643725
SCM;Oi;DF;Clareza das informações na conta;Nota 5;Percentual;12,010000;8,502024
SCM;Oi;DF;Clareza das informações na conta;Nota 6;Percentual;7,833000;6,882591
SCM;Oi;DF;Clareza das informações na conta;Nota 7;Percentual;13,577000;15,384615
SCM;Oi;DF;Clareza das informações na conta;Nota 8;Percentual;17,493000;21,862348
SCM;Oi;DF;Clareza das informações na conta;Nota 9;Percentual;9,138000;11,336032
SCM;Oi;DF;Clareza das informações na conta;10.Excelente;Percentual;19,321000;19,028340
SCM;Oi;DF;Clareza das informações na conta;99. NS/ NR;Percentual;0,783000;0,809717
SCM;Oi;DF;Contato sobre cobrança;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Contato sobre cobrança;1.Sim;Percentual;53,525000;45,748988
SCM;Oi;DF;Contato sobre cobrança;2.Não;Percentual;46,475000;54,251012
SCM;Oi;DF;Resolução do problema de cobrança;Média;Média Ponderada;5,370732;5,071429
SCM;Oi;DF;Resolução do problema de cobrança;;Amostra não ponderada;205,000000;113,000000
SCM;Oi;DF;Resolução do problema de cobrança;0.Péssimo;Percentual;14,146000;14,159292
SCM;Oi;DF;Resolução do problema de cobrança;Nota 1;Percentual;0,000000;5,309735
SCM;Oi;DF;Resolução do problema de cobrança;Nota 2;Percentual;3,902000;3,539823
SCM;Oi;DF;Resolução do problema de cobrança;Nota 3;Percentual;6,829000;7,079646
SCM;Oi;DF;Resolução do problema de cobrança;Nota 4;Percentual;8,293000;7,079646
SCM;Oi;DF;Resolução do problema de cobrança;Nota 5;Percentual;15,122000;17,699115
SCM;Oi;DF;Resolução do problema de cobrança;Nota 6;Percentual;10,732000;5,309735
SCM;Oi;DF;Resolução do problema de cobrança;Nota 7;Percentual;15,122000;12,389381
SCM;Oi;DF;Resolução do problema de cobrança;Nota 8;Percentual;11,707000;13,274336
SCM;Oi;DF;Resolução do problema de cobrança;Nota 9;Percentual;5,366000;5,309735
SCM;Oi;DF;Resolução do problema de cobrança;10.Excelente;Percentual;8,780000;7,964602
SCM;Oi;DF;Resolução do problema de cobrança;99. NS/ NR;Percentual;0,000000;0,884956
SCM;Oi;DF;Indicador de Capacidade de Resolução;Capacidade de resolução;Média Indicadores;5,326693;5,419463
SCM;Oi;DF;Indicador de Capacidade de Resolução;;Amostra não ponderada;251,000000;149,000000
SCM;Oi;DF;Contato para alterar plano ou condição comercial;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Contato para alterar plano ou condição comercial;1.Sim;Percentual;39,426000;37,651822
SCM;Oi;DF;Contato para alterar plano ou condição comercial;2.Não;Percentual;60,574000;62,348178
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Média;Média Ponderada;4,804054;5,565217
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;;Amostra não ponderada;151,000000;93,000000
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;0.Péssimo;Percentual;20,530000;17,204301
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 1;Percentual;1,987000;2,150538
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 2;Percentual;5,960000;3,225806
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 3;Percentual;4,636000;3,225806
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 4;Percentual;7,947000;4,301075
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 5;Percentual;11,921000;11,827957
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 6;Percentual;8,609000;12,903226
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 7;Percentual;9,934000;10,752688
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 8;Percentual;13,245000;11,827957
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;Nota 9;Percentual;7,947000;6,451613
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;10.Excelente;Percentual;5,298000;15,053763
SCM;Oi;DF;Resolução da alteração de plano ou condição comercial;99. NS/ NR;Percentual;1,987000;1,075269
SCM;Oi;DF;Contato sobre instalação;;Amostra não ponderada;383,000000;247,000000
SCM;Oi;DF;Contato sobre instalação;1.Sim;Percentual;13,055000;16,194332
SCM;Oi;DF;Contato sobre instalação;2.Não;Percentual;86,945000;83,805668
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;;Amostra não ponderada;50,000000;40,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Média;Média Ponderada;6,540000;7,200000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;0.Péssimo;Percentual;2,000000;5,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 1;Percentual;4,000000;0,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 2;Percentual;6,000000;7,500000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 3;Percentual;4,000000;0,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 4;Percentual;4,000000;5,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 5;Percentual;20,000000;12,500000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 6;Percentual;4,000000;0,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 7;Percentual;16,000000;5,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 8;Percentual;10,000000;25,000000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 9;Percentual;6,000000;12,500000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;10.Excelente;Percentual;24,000000;27,500000
SCM;Oi;DF;Tempo de espera entre a solicitação de instalação e a visita do técnico;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Oi;DF;Indicador de Reparo e Instalação;Reparo e Instalação;Média Indicadores;6,202161;6,831169
SCM;Oi;DF;Indicador de Reparo e Instalação;;Amostra não ponderada;216,000000;154,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Média;Média Ponderada;6,700000;6,900000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;;Amostra não ponderada;50,000000;40,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;0.Péssimo;Percentual;2,000000;10,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 1;Percentual;2,000000;0,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 2;Percentual;6,000000;2,500000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 3;Percentual;4,000000;0,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 4;Percentual;2,000000;2,500000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 5;Percentual;24,000000;20,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 6;Percentual;6,000000;0,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 7;Percentual;6,000000;10,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 8;Percentual;14,000000;20,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;Nota 9;Percentual;14,000000;5,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;10.Excelente;Percentual;20,000000;30,000000
SCM;Oi;DF;Cumprimento do prazo para instalação acordado;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Média;Média Ponderada;7,520000;7,975000
SCM;Oi;DF;Qualidade da instalação do serviço;;Amostra não ponderada;50,000000;40,000000
SCM;Oi;DF;Qualidade da instalação do serviço;0.Péssimo;Percentual;4,000000;5,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 1;Percentual;0,000000;0,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 2;Percentual;0,000000;2,500000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 3;Percentual;0,000000;0,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 4;Percentual;6,000000;0,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 5;Percentual;10,000000;10,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 6;Percentual;4,000000;5,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 7;Percentual;10,000000;10,000000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 8;Percentual;34,000000;12,500000
SCM;Oi;DF;Qualidade da instalação do serviço;Nota 9;Percentual;8,000000;7,500000
SCM;Oi;DF;Qualidade da instalação do serviço;10.Excelente;Percentual;24,000000;47,500000
SCM;Oi;DF;Qualidade da instalação do serviço;99. NS/ NR;Percentual;0,000000;0,000000
